Data
355 to win. India's highest ODI score against Australia. In fact it's the highest by any team batting first against Australia; India's 12th score of 350 or more in ODIs - they've won each of their previous 11 matches; Dhoni's 124 is the highest by a captain against Australia, going past Jayasuriya 122 in Sydney in 2003;
22.6;1;Hauritz to Dhoni, 1 run on the middle and leg, poked around the corner behind square-leg for a single;
22.5;4;Hauritz to Dhoni, FOUR runs oh neatly done .. it was a flighted delivery on the stumps, Dhoni seemed to merely punch-drive it past the bowler and it kept racing on to the straight boundary.;
22.4;?;Hauritz to Dhoni, no run slows up the pace, tosses it up, Dhoni comes down the track but drives it straight back to the bowler;
22.3;?;Hauritz to Dhoni, no run goes right back to defend a quickish flatter trajectory delivery to the on side;
22.2;1;Hauritz to Gambhir, 1 run comes in with the arm, from round the stumps, on the off stump line, steered to backward point;
22.1;1;Hauritz to Dhoni, 1 run turns in to the middle and leg, nudged past square-leg;
21.6;?;Voges to Gambhir, no run slows up the pace, flighted on the off stump line, Gambhir leans forward to work it to long-on;
21.5;1;Voges to Dhoni, 1 run moves back to push it towards long-off. . The two are dealing in singles here;
21.4;1;Voges to Gambhir, 1 run And again. Vogues pushes it shorter and Gambhir manages to push it away past White who dives from his position at short extra cover;
21.3;?;Voges to Gambhir, no run moves down the track but Vogues shortens the length and Gambhir adjusts to stab it away to the off side;
21.2;2;Voges to Gambhir, 2 runs turns in from outside off, from short of length, Gambhir goes back to cut it well to the left of sweeper cover;
21.1;1;Voges to Dhoni, 1 run gets well forward to turn it to the on side.;
20.6;?;Hauritz to Gambhir, no run on the off stump line, pushed to point fielder;
20.5;1;Hauritz to Dhoni, 1 run leans forward to turn it to close to the on side and by the time Paine rushes after it, they complete the single;
20.4;1;Hauritz to Gambhir, 1 run goes right back to cut it to cover point for a single;
20.3;1;Hauritz to Dhoni, 1 run flatter, fuller, driven to long-on for yet another run;
20.2;?;Hauritz to Dhoni, no run spins in from outside off, defended to the off side;
20.1;1;Hauritz to Gambhir, 1 run leans forward to work it through covers;
19.6;?;Voges to Dhoni, no run on the leg stump line, Dhoni is wary about getting a leading edge, so waits for the turn before stabbing it down the track;
19.5;2;Voges to Dhoni, 2 runs takes a couple of steps down the track and pushes the ball to vacant midwicket. By the the time the man rushes in from the deep, he turns back for the second and makes it just in time;
19.4;?;Voges to Dhoni, no run outside off stump, on a length, Dhoni stretches out well forward to defend;
19.3;?;Voges to Dhoni, no run leans forward to defend but pushes outside the line and edges it to his pad. This one went on straight;
19.2;1;Voges to Gambhir, 1 run goes right back to clip it past square-leg and they cross over.;
19.1;1;Voges to Dhoni, 1 run moves down the track and deflects it to midwicket for a single;
18.6;?;Hauritz to Gambhir, no run on the middle, Gambhir tries to push it to the on side and gets a leading edge;
18.5;1;Hauritz to Dhoni, 1 run flighted around the off stump line, eased down to long-on;
18.4;1;Hauritz to Gambhir, 1 run on the off stump line, steered to point for another easy run;
18.3;1;Hauritz to Dhoni, 1 run stretches well across to push it to point for a single;
18.2;?;Hauritz to Dhoni, no run slow through the air, tossed outside off, pushed to extra cover;
18.1;1;Hauritz to Gambhir, 1 run flighted full outside off stump, driven down to deep cover;
17.6;1;Voges to Gambhir, 1 run skips down the track and on drives it to long-on for a easy single;
17.5;1;Voges to Dhoni, 1 run flighted up, slows up the pace, driven away to long-off;
17.4;1;Voges to Gambhir, 1 run comes forward to on drive it to long-on;
17.3;1;Voges to Dhoni, 1 run stretches forward to push it to cover point for a single;
17.2;2;Voges to Dhoni, 2 runs ooh sharp turn there! And he is not even a regular spinner. It drifted in towards middle and spun sharply. Dhoni gets an outside edge and it flies through vacant slips. Interestingly. Paine was moving towards the leg side; he didn't reckon this bloke could turn it this much!;
17.1;1;Voges to Gambhir, 1 run flighted up outside off, Gambhir eases it down to long-off;
17.1;1w;Voges to Gambhir, 1 wide spins down the leg side .. wide;
16.6;4;Hauritz to Dhoni, FOUR runs holds his balance so much better this time while coming forward and drives it forcefully to the cover point boundary;
16.5;?;Hauritz to Dhoni, no run stumbles out to drive and is hit on the pads outside off stump;
16.4;?;Hauritz to Dhoni, no run It turned in from outside off, DHoni jabbed it off his gloves behind the wicket. he is not sure where it went and is looking for a run but Paine doesn't pick up the ball cleanly and Dhoni gets back. Had Paine picked it up on the first go, it might have got interesting;
16.3;?;Hauritz to Dhoni, no run flighted outside off, almost flicks his off drive, courtesy that bottom-hand, to mid-off;
16.2;2;Hauritz to Dhoni, 2 runs leans across, picks the ball from outside off and flicks with the turn to square-leg and rushes across for the first and returns for the second;
16.1;?;Hauritz to Dhoni, no run lunges forward to defend but the ball turns in with bounce to hit the body outside the off stump line. Haurtiz smiles as he likes how much it turned in;
15.6;1;Hilfenhaus to Dhoni, 1 run full in length, outside off, Dhoni almost walks into the shot and inside-edges it past the stumps;
15.5;1;Hilfenhaus to Gambhir, 1 run slower one, off cutter, short in length , turned to square-leg for a single;
15.4;1;Hilfenhaus to Dhoni, 1 run goes back and across to clip it past square-leg;
15.3;1;Hilfenhaus to Gambhir, 1 run just outside off stump, guided down to third man;
15.3;1nb;Hilfenhaus to Gambhir, (no ball) leans forward to defend to the off side. There were four fielders outside the circle and hence the no ball call;
15.2;1lb;Hilfenhaus to Dhoni, 1 leg bye Ouch! It crashes against the helmet. Clatter. It was the bouncer, Dhoni just didn't pick it up and just yanked his head away. The ball hit the helmet on the back. He had just turned his face behind and the ball crashed against the bottom of the helmet. Had it gone few inches down, it would have got really nasty. Dhoni smiles after reaching the other end.;
15.1;W;Hilfenhaus to Yuvraj, OUT Done in by the slightly slower one. It was full, it was straight and Yuvraj couldn't keep his drive down. Hilfy swoops to pick up a sharp catch on his follow through. Australia tighten the screws.;Yuvraj Singh c & b Hilfenhaus 23 (24m 24b 2x4 1x6) SR: 95.83;
14.6;1;Hauritz to Yuvraj, 1 run goes down on his knee to paddle it away for a single;
14.5;6;Hauritz to Yuvraj, SIX runs Yuvraj goes down town. He skipped down the track and lifted it cleanly over long-off. Interestingly. Ponting had just brought the long-off in for this ball and Yuvraj has taken up the challenge.;
14.4;?;Hauritz to Yuvraj, no run slightly short in length, Yuvraj goes for the cut but hits it uppishly and just short of the lunging point;
14.3;2;Hauritz to Yuvraj, 2 runs slows up the pace, on the middle and leg, Yuvraj leans forward, tickles it to short backward square-leg region and they turn back for the second run as well;
14.2;?;Hauritz to Yuvraj, no run on the off stump line, defended to cover;
14.1;?;Hauritz to Yuvraj, no run on the middle stump, from round the stumps, driven to mid-on;
13.6;?;Hilfenhaus to Gambhir, no run pushes it well outside off, Gambhir doesn't chase it this time;
13.5;1;Hilfenhaus to Yuvraj, 1 run slower one, the off cutter, chopped down past point for a single;
13.4;?;Hilfenhaus to Yuvraj, no run length delivery, pushed down the track;
13.3;1;Hilfenhaus to Gambhir, 1 run run down to third man for a single;
